Job #,Doc #,Borough,Initial Cost,Total Est. Fee,Existing Zoning Sqft,Proposed Zoning Sqft,Enlargement SQ Footage,Street Frontage,ExistingNo. of Stories,Proposed No. of Stories,Existing Height,Proposed Height
121637844,1,MANHATTAN,"$5,000.00",$265.00,0,0,0,0,1,1,16,16
140084414,1,MANHATTAN,$0.00,$180.00,0,0,0,0,17,17,210,210
320864490,1,BROOKLYN,"$41,700.00",$646.10,0,0,0,0,3,3,35,35
320864374,2,BROOKLYN,"$35,000.00",$574.00,0,0,0,0,0,0,0,0
121636694,1,MANHATTAN,"$100,000.00","$1,243.50",0,0,0,0,20,20,250,250
140084389,1,MANHATTAN,$0.00,$160.00,0,0,0,0,6,6,82,82
220270374,1,BRONX,"$4,000.00",$245.00,0,0,0,0,2,2,22,22
320743807,1,BROOKLYN,"$1,000.00",$225.00,0,0,0,0,3,3,25,25
320744922,1,BROOKLYN,"$11,250.00",$166.05,0,0,0,0,2,2,26,26
520140614,1,STATEN ISLAND,"$61,500.00",$845.59,1314,1856,542,0,2,2,21,21
121637791,1,MANHATTAN,"$148,250.00","$1,748.20",0,0,0,0,21,21,215,215
320864374,3,BROOKLYN,"$22,000.00",$440.10,0,0,0,0,0,0,0,0
121636168,1,MANHATTAN,"$3,300.00",$215.00,0,0,0,0,5,5,65,65
121625704,1,MANHATTAN,"$48,665.00",$718.20,0,0,0,0,19,19,200,200
420852875,1,QUEENS,$0.00,$100.00,0,300,0,0,0,1,0,9
121576918,1,MANHATTAN,"$65,600.00",$893.30,0,0,0,0,32,32,595,595
420853106,1,QUEENS,"$3,000.00",$225.00,0,0,0,0,4,4,40,40
320710209,1,BROOKLYN,$0.00,"$1,737.68",0,4854,0,0,0,4,0,45
320864971,1,BROOKLYN,"$39,500.00",$625.50,0,0,0,0,2,2,31,31
420852599,1,QUEENS,$0.00,$940.00,0,0,0,150,2,0,27,0
320864356,1,BROOKLYN,"$40,000.00",$625.50,0,0,0,0,1,1,7,7
320760057,1,BROOKLYN,"$156,600.00",$912.80,0,0,0,0,3,3,39,39
121637773,2,MANHATTAN,"$1,184,860.00","$12,419.00",0,0,0,0,0,0,0,0
121607029,1,MANHATTAN,"$40,000.00",$785.50,0,0,0,0,6,6,60,60
121637933,1,MANHATTAN,"$60,000.00",$933.16,5506,5897,391,0,5,5,50,50
121637808,1,MANHATTAN,"$1,000.00",$225.00,0,0,0,0,13,13,145,145
121640304,1,MANHATTAN,"$200,000.00","$2,273.50",0,0,0,0,5,5,90,90
320765310,1,BROOKLYN,"$58,000.00",$810.90,0,0,0,0,6,6,64,64
121638308,1,MANHATTAN,"$12,800.00",$347.40,0,0,0,0,5,5,55,55
121638264,1,MANHATTAN,"$37,000.00",$594.60,0,0,0,0,5,5,55,55
320864347,1,BROOKLYN,"$76,175.00","$1,006.60",0,0,0,0,14,14,210,210
121635052,1,MANHATTAN,"$4,000.00",$245.00,0,0,0,0,13,13,150,150
320730624,1,BROOKLYN,"$10,000.00",$286.50,0,0,0,0,6,6,65,65
320730642,1,BROOKLYN,"$30,000.00",$492.50,0,0,0,0,6,6,60,60
121637853,1,MANHATTAN,"$5,000.00",$265.00,0,0,0,0,1,1,16,16
121625278,1,MANHATTAN,"$18,600.00",$409.20,0,0,0,0,12,12,148,148
420798373,2,QUEENS,$0.00,$0.00,0,0,0,0,0,0,0,0
440086700,1,QUEENS,$0.00,$180.00,0,0,0,0,18,18,180,180
220270383,1,BRONX,"$4,000.00",$245.00,0,0,0,0,2,2,26,26
121638273,1,MANHATTAN,"$6,020.00",$285.60,0,0,0,0,6,6,66,66
320864515,1,BROOKLYN,"$12,000.00",$337.10,0,0,0,0,3,3,35,35
121637005,1,MANHATTAN,"$87,850.00","$1,119.90",0,0,0,0,12,12,162,162
121598850,1,MANHATTAN,"$18,000.00",$398.90,0,0,0,0,4,4,41,41
420839819,1,QUEENS,"$124,200.00","$1,501.00",0,0,0,0,2,2,23,23
320864301,1,BROOKLYN,"$300,300.00","$3,313.80",0,0,0,0,3,3,34,34
320864285,1,BROOKLYN,"$60,000.00",$631.57,116,2759,486,0,2,2,24,29
320765560,1,BROOKLYN,$0.00,$420.00,0,0,0,18,1,0,10,0
121637229,1,MANHATTAN,"$297,000.00","$3,272.60",0,0,0,0,5,5,61,61
140084450,1,MANHATTAN,"$80,000.00","$1,197.50",0,0,0,0,6,6,73,73
121640313,1,MANHATTAN,"$9,600.00",$316.50,0,0,0,0,24,24,250,250
121637773,3,MANHATTAN,"$86,000.00","$1,099.30",0,0,0,0,0,0,0,0
121638326,1,MANHATTAN,$0.00,$160.00,0,0,0,0,5,5,55,55
121598878,1,MANHATTAN,"$126,000.00","$1,511.30",0,0,0,0,4,4,41,41
320864463,1,BROOKLYN,"$31,300.00",$513.10,0,0,0,0,6,6,71,71
520133855,1,STATEN ISLAND,"$57,590.00",$402.95,0,0,0,0,2,2,28,28
420853188,1,QUEENS,"$108,572.00","$1,336.20",0,0,0,0,6,6,60,60
121638353,1,MANHATTAN,"$15,000.00",$368.00,0,0,0,0,5,5,50,50
121638291,1,MANHATTAN,"$20,000.00",$419.50,0,0,0,0,5,5,90,90
320864294,1,BROOKLYN,$0.00,$320.00,0,0,0,40,0,0,0,0
121638451,1,MANHATTAN,"$19,278.00",$419.50,0,0,0,0,6,6,60,60
320864258,1,BROOKLYN,"$4,000.00",$245.00,0,0,0,0,2,2,27,27
121638335,1,MANHATTAN,"$83,000.00","$1,068.40",0,0,0,0,12,12,122,122
420852884,1,QUEENS,$0.00,$320.00,0,0,0,40,0,0,0,0
121640322,1,MANHATTAN,"$6,000.00",$275.30,0,0,0,0,24,24,410,410
140084405,1,MANHATTAN,"$23,000.00",$450.40,0,0,0,0,17,17,170,170
121638317,1,MANHATTAN,"$12,612.00",$347.40,0,0,0,0,5,5,55,55
320864301,2,BROOKLYN,"$120,000.00","$1,449.50",0,0,0,0,0,0,0,0
320864276,1,BROOKLYN,"$395,353.00","$2,307.81",2814,4239,1368,0,2,2,32,32
520124062,1,STATEN ISLAND,"$95,000.00","$1,192.00",0,0,0,0,1,1,25,25
121634776,1,MANHATTAN,"$136,724.00","$1,624.60",0,0,0,0,26,26,312,312
320766239,1,BROOKLYN,"$25,000.00",$233.00,0,0,0,0,3,3,34,34
420853151,1,QUEENS,"$107,000.00","$1,315.60",0,0,0,0,1,1,16,16
121637470,1,MANHATTAN,"$25,000.00",$471.00,0,0,0,0,18,18,164,164
320864418,1,BROOKLYN,$0.00,$100.00,0,0,0,0,0,0,0,0
140084441,1,MANHATTAN,"$10,000.00",$446.50,0,0,0,0,16,16,160,160
121625116,1,MANHATTAN,"$16,000.00",$378.30,0,0,0,0,4,4,83,83
520133873,1,STATEN ISLAND,"$55,469.00",$392.65,0,0,0,0,2,2,22,22
121638683,1,MANHATTAN,"$3,000.00",$225.00,0,0,0,0,5,5,50,50
520133891,1,STATEN ISLAND,"$43,360.00",$330.85,0,0,0,0,2,2,24,24
420853437,1,QUEENS,"$11,000.00",$296.80,0,0,0,0,3,3,40,40
121628257,2,MANHATTAN,"$1,500.00",$225.00,0,0,0,0,0,0,0,0
420853160,1,QUEENS,"$30,000.00",$682.50,0,0,0,0,2,2,25,25
121637773,1,MANHATTAN,"$491,220.00","$5,281.10",0,0,0,0,14,14,229,229
121638362,1,MANHATTAN,"$59,000.00",$821.20,0,0,0,0,3,3,35,35
320864454,1,BROOKLYN,"$20,000.00",$419.50,0,0,0,0,8,8,105,105
420853053,1,QUEENS,$0.00,$420.00,0,0,0,39,1,0,12,0
320864310,1,BROOKLYN,"$7,500.00",$295.90,0,0,0,0,3,3,33,33
121598841,1,MANHATTAN,"$252,000.00","$2,809.10",0,0,0,0,4,4,41,41
121360035,1,MANHATTAN,"$128,000.00","$1,531.90",0,0,0,0,5,5,61,61
121638530,1,MANHATTAN,"$110,779.00","$1,356.80",0,0,0,0,53,53,684,684
121638585,1,MANHATTAN,"$1,000.00",$195.00,0,0,0,0,19,19,210,210
520133864,1,STATEN ISLAND,"$81,250.00",$526.55,0,0,0,0,2,2,31,31
121638479,1,MANHATTAN,"$30,000.00",$522.50,0,0,0,0,6,6,70,70
220270123,1,BRONX,"$40,000.00",$755.50,0,0,0,0,6,6,60,60
121636694,2,MANHATTAN,"$60,000.00",$831.50,0,0,0,0,0,0,0,0
220270418,1,BRONX,"$40,500.00",$635.80,0,0,0,0,2,2,23,23
420839123,1,QUEENS,$0.00,$260.00,0,300,0,0,0,1,0,13
320478906,1,BROOKLYN,"$38,268.00",$305.10,0,0,0,0,2,2,32,32
121636701,2,MANHATTAN,"$60,000.00",$831.50,0,0,0,0,0,0,0,0
220270409,1,BRONX,"$31,000.00",$532.80,0,0,0,0,2,2,23,23
320864132,1,BROOKLYN,$0.00,$400.00,0,0,0,50,0,0,0,0
420852679,1,QUEENS,"$5,000.00",$265.00,0,0,0,0,3,3,33,33
520142701,1,STATEN ISLAND,"$1,000.00",$225.00,0,0,0,0,2,2,22,22
420839631,1,QUEENS,"$100,000.00",$892.05,1003,1940,1940,0,1,2,17,29
320864409,1,BROOKLYN,"$9,600.00",$316.50,0,0,0,0,4,4,40,40
121638521,1,MANHATTAN,"$20,000.00",$419.50,0,0,0,0,53,53,684,684
121638479,3,MANHATTAN,"$10,000.00",$316.50,0,0,0,0,0,0,0,0
420853473,1,QUEENS,$0.00,$638.84,0,2732,0,0,0,2,0,25
121638709,1,MANHATTAN,$0.00,$160.00,0,0,0,0,5,5,45,45
320864427,1,BROOKLYN,"$10,000.00",$195.75,2936,2936,0,0,3,3,38,38
121638763,1,MANHATTAN,"$35,000.00",$574.00,0,0,0,0,6,6,64,64
420834459,1,QUEENS,"$53,000.00",$397.96,1292,1465,173,0,2,2,27,27
121635917,1,MANHATTAN,"$99,000.00","$1,233.20",0,0,0,0,30,30,330,330
420833593,1,QUEENS,"$1,000.00",$225.00,0,0,0,0,2,2,33,33
320864329,1,BROOKLYN,$0.00,"$1,176.00",0,0,0,147,0,0,0,0
220292047,1,BRONX,$200.00,$225.00,0,0,0,0,4,4,86,86
121634776,2,MANHATTAN,"$12,784.00",$347.40,0,0,0,0,0,0,0,0
220251297,2,BRONX,$0.00,$0.00,0,0,0,0,0,0,0,0
320864187,1,BROOKLYN,"$20,000.00",$419.50,0,0,0,0,3,3,35,35
420853543,1,QUEENS,"$8,000.00",$455.90,0,0,0,0,5,5,65,65
320865177,1,BROOKLYN,"$15,000.00",$368.00,0,0,0,0,3,3,32,32
121632938,3,MANHATTAN,"$34,000.00",$563.70,0,0,0,0,0,0,0,0
420853810,1,QUEENS,"$3,000.00",$225.00,0,0,0,0,3,3,30,30
440087120,1,QUEENS,$0.00,$230.00,0,0,0,0,6,6,65,65
121639361,1,MANHATTAN,"$1,000.00",$195.00,0,0,0,0,20,20,220,220
520127096,1,STATEN ISLAND,$0.00,$728.24,0,2757,0,0,0,2,0,32
420837624,1,QUEENS,"$4,800.00",$265.00,0,0,0,0,1,1,15,15
520133908,1,STATEN ISLAND,"$29,430.00",$258.75,0,0,0,0,2,2,28,28
320497119,1,BROOKLYN,$0.00,"$1,280.00",0,0,0,160,0,0,0,0
121639520,3,MANHATTAN,"$330,000.00","$3,612.50",0,0,0,0,0,0,0,0
121639888,1,MANHATTAN,"$75,000.00",$986.00,0,0,0,0,15,15,165,165
121639860,2,MANHATTAN,"$70,000.00",$934.50,0,0,0,0,0,0,0,0
121571110,1,MANHATTAN,"$26,733.00",$491.60,0,0,0,0,8,8,88,88
121639450,1,MANHATTAN,"$1,000.00",$225.00,0,0,0,0,11,11,137,137
121571129,1,MANHATTAN,"$50,000.00",$728.50,0,0,0,0,38,38,450,450
121674287,1,MANHATTAN,"$1,000.00",$225.00,0,0,0,0,10,10,106,106
121639352,1,MANHATTAN,"$35,000.00",$574.00,0,0,0,0,29,29,254,254
121639940,1,MANHATTAN,"$27,700.00",$501.90,0,0,0,0,12,12,150,150
121639824,1,MANHATTAN,"$14,000.00",$357.70,0,0,0,0,3,3,128,128
121610667,1,MANHATTAN,"$496,000.00","$5,322.30",0,0,0,0,13,13,146,146
320865293,1,BROOKLYN,"$33,000.00",$553.40,0,0,0,0,4,4,62,62
420854034,1,QUEENS,"$10,000.00",$155.75,0,0,0,0,2,2,23,23
320865195,1,BROOKLYN,"$15,000.00",$368.00,0,0,0,0,3,3,30,30
320865809,1,BROOKLYN,"$5,000.00",$300.00,0,0,0,0,3,3,35,35
320865961,1,BROOKLYN,"$27,370.00",$501.90,0,0,0,0,4,4,40,40
320590375,1,BROOKLYN,"$3,000.00",$225.00,0,0,0,0,5,5,55,55
121639682,2,MANHATTAN,"$25,000.00",$233.00,0,0,0,0,0,0,0,0
140084940,1,MANHATTAN,$0.00,$160.00,0,0,0,0,6,6,60,60
121641722,1,MANHATTAN,$0.00,$160.00,0,0,0,0,8,8,85,85
140084959,1,MANHATTAN,$0.00,$200.00,0,0,0,0,12,12,125,125
121329044,1,MANHATTAN,$0.00,"$25,280.00",0,0,0,3160,0,0,0,0
121641278,1,MANHATTAN,"$34,000.00",$563.70,0,0,0,0,27,27,270,270
121639664,1,MANHATTAN,$0.00,$130.00,0,0,0,0,13,13,130,130
121637817,1,MANHATTAN,"$6,000.00",$275.30,0,0,0,0,6,6,72,72
520128344,1,STATEN ISLAND,"$153,000.00","$1,162.76",4486,4574,588,0,2,2,24,24
320863981,1,BROOKLYN,$0.00,$200.00,0,0,0,0,0,0,0,0
420853776,1,QUEENS,"$4,000.00",$130.00,0,0,0,0,2,2,25,25
320865658,1,BROOKLYN,"$1,000.00",$225.00,0,0,0,0,6,6,54,54
121641125,1,MANHATTAN,"$100,000.00","$1,243.50",0,0,0,0,6,6,60,60
121632625,1,MANHATTAN,"$104,000.00","$1,284.70",0,0,0,0,12,12,120,120
420853794,1,QUEENS,"$295,000.00","$3,252.00",0,0,0,0,3,3,55,55
320865186,1,BROOKLYN,"$15,000.00",$368.00,0,0,0,0,3,3,32,32
121632938,2,MANHATTAN,"$266,200.00","$2,963.60",0,0,0,0,0,0,0,0
121630208,1,MANHATTAN,"$185,000.00","$2,119.00",0,0,0,0,12,12,120,120
121636550,1,MANHATTAN,"$5,000.00",$265.00,0,0,0,0,20,20,208,208
320865337,1,BROOKLYN,"$20,000.00",$419.50,0,0,0,0,4,4,60,60
121641410,1,MANHATTAN,$0.00,$160.00,0,0,0,0,3,3,35,35
121641250,1,MANHATTAN,"$14,000.00",$357.70,0,0,0,0,14,14,150,150
420853062,1,QUEENS,$0.00,$100.00,0,0,0,0,0,0,0,0
320865827,1,BROOKLYN,"$38,000.00",$299.95,0,0,0,0,1,1,25,25
420852508,1,QUEENS,"$65,000.00","$1,043.00",0,0,0,0,1,1,12,12
121619917,1,MANHATTAN,"$3,000.00",$225.00,0,0,0,0,3,3,45,45
320590348,1,BROOKLYN,"$488,800.00","$2,822.60",3570,3550,0,0,3,3,41,41
420850056,1,QUEENS,"$55,000.00",$780.00,0,0,0,0,1,1,22,22
420853829,1,QUEENS,$0.00,$100.00,0,0,0,0,0,0,0,0
121639860,1,MANHATTAN,"$500,000.00","$5,363.50",0,0,0,0,1,1,25,25
121639673,1,MANHATTAN,"$36,000.00",$584.30,0,0,0,0,7,7,75,75
220270542,1,BRONX,$0.00,$300.00,0,0,0,0,8,8,85,85
121584874,1,MANHATTAN,$0.00,$160.00,0,0,0,0,16,16,160,160
121613913,1,MANHATTAN,$0.00,$160.00,0,0,0,0,15,15,150,150
121637826,2,MANHATTAN,"$41,000.00",$635.80,0,0,0,0,0,0,0,0
320865364,1,BROOKLYN,"$15,000.00",$368.00,0,0,0,0,3,3,33,33
121641205,1,MANHATTAN,"$25,370.00",$481.30,0,0,0,0,4,4,50,50
121641134,1,MANHATTAN,"$200,000.00","$2,273.50",0,0,0,0,18,18,180,180
121639637,1,MANHATTAN,"$40,000.00",$625.50,0,0,0,0,31,31,280,280
121641394,1,MANHATTAN,"$40,000.00",$625.50,0,0,0,0,14,14,154,154
121641287,1,MANHATTAN,"$31,706.00",$543.10,0,0,0,0,14,14,150,150
121674278,1,MANHATTAN,"$20,500.00",$429.80,0,0,0,0,30,30,330,330
320738993,1,BROOKLYN,"$66,000.00",$893.30,0,0,0,0,6,6,65,65
121634437,1,MANHATTAN,$0.00,$160.00,0,0,0,0,7,7,84,84
121632377,3,MANHATTAN,"$46,000.00",$341.15,0,0,0,0,0,0,0,0
420841469,1,QUEENS,"$66,000.00",$893.30,0,0,0,0,1,1,22,22
121571129,2,MANHATTAN,"$25,000.00",$471.00,0,0,0,0,0,0,0,0
420838794,1,QUEENS,"$2,500.00",$130.00,0,0,0,0,1,1,20,20
320864917,3,BROOKLYN,"$40,000.00",$625.50,0,0,0,0,0,0,0,0
420853865,1,QUEENS,"$40,000.00",$625.50,0,0,0,0,1,1,15,15
420825628,2,QUEENS,$0.00,$0.00,0,0,0,0,0,0,0,0
121639548,1,MANHATTAN,"$50,000.00",$728.50,0,0,0,0,6,6,70,70
420822792,1,QUEENS,"$65,000.00",$547.16,1380,1895,568,0,2,2,20,26
440087166,1,QUEENS,$0.00,$160.00,0,0,0,0,7,7,75,75
420852063,1,QUEENS,"$13,600.00",$327.70,0,0,0,0,8,8,96,96
121639815,1,MANHATTAN,"$23,200.00",$460.70,0,0,0,0,5,5,50,50
121674580,1,MANHATTAN,$720.00,$225.00,0,0,0,0,6,6,72,72
121639995,1,MANHATTAN,"$31,680.00",$269.05,0,0,0,0,4,4,40,40
140085146,1,MANHATTAN,$0.00,$160.00,0,0,0,0,6,6,85,85
140085173,1,MANHATTAN,"$20,000.00",$389.50,0,0,0,0,4,4,40,40
121674303,1,MANHATTAN,"$21,600.00",$440.10,0,0,0,0,11,11,110,110
121619926,1,MANHATTAN,"$3,000.00",$225.00,0,0,0,0,36,36,368,368
320740098,3,BROOKLYN,$0.00,$160.00,0,0,0,0,0,0,0,0
220285536,3,BRONX,$0.00,$0.00,0,0,0,0,0,0,0,0
320864917,2,BROOKLYN,"$275,000.00","$3,046.00",0,0,0,0,0,0,0,0
121637826,1,MANHATTAN,"$40,000.00",$625.50,0,0,0,0,6,6,72,72
121329035,3,MANHATTAN,"$3,500,000.00","$36,263.50",0,0,0,0,0,0,0,0
420628486,1,QUEENS,"$10,000.00",$371.50,5000,5000,0,0,1,1,22,22
121639959,2,MANHATTAN,"$46,000.00",$687.30,0,0,0,0,0,0,0,0
220287534,1,BRONX,$0.00,$160.00,0,0,0,0,2,2,20,20
121639628,1,MANHATTAN,"$30,000.00",$522.50,0,0,0,0,15,15,170,170
320865649,1,BROOKLYN,"$135,130.00","$5,436.54",2318,13404,13874,0,2,4,25,48
140084851,1,MANHATTAN,"$12,000.00",$337.10,0,0,0,0,5,5,72,72
121641223,1,MANHATTAN,"$7,000.00",$285.60,0,0,0,0,5,5,50,50
121674296,1,MANHATTAN,"$12,000.00",$337.10,0,0,0,0,11,11,150,150
320864917,1,BROOKLYN,"$475,000.00","$5,266.00",0,0,0,0,1,1,18,18
320864926,1,BROOKLYN,"$90,000.00","$1,140.50",0,0,0,0,1,1,18,18
140084860,1,MANHATTAN,$0.00,$170.00,0,0,0,0,5,5,59,59
220287696,1,BRONX,"$25,000.00",$441.00,0,0,0,0,5,5,47,47
320865284,1,BROOKLYN,"$7,000.00",$285.60,0,0,0,0,2,2,20,20
121641269,1,MANHATTAN,"$80,000.00","$1,037.50",0,0,0,0,5,5,50,50
320865774,1,BROOKLYN,$0.00,$170.00,0,0,0,0,3,3,35,35
121557001,3,MANHATTAN,"$1,109,994.00","$11,646.50",0,0,0,0,0,0,0,0
320865845,1,BROOKLYN,$0.00,$420.00,0,0,0,25,1,0,20,0
420853918,1,QUEENS,"$83,265.00",$696.85,0,0,0,0,2,2,27,27
121632126,1,MANHATTAN,"$80,000.00","$1,202.50",0,0,0,0,15,15,150,150
220270677,1,BRONX,"$194,100.00","$3,545.38",4703,8152,4263,0,3,4,33,43
320590384,1,BROOKLYN,"$58,000.00",$865.90,14802,14802,0,0,5,5,55,55
320866041,1,BROOKLYN,$0.00,$702.20,0,2040,0,0,0,2,0,26
320866032,1,BROOKLYN,$0.00,$687.20,0,2040,0,0,0,2,0,26
420854043,1,QUEENS,$0.00,$100.00,0,1,0,0,0,1,0,10
320590393,1,BROOKLYN,"$1,010,000.00","$10,616.50",0,0,0,0,2,2,28,28
320865863,1,BROOKLYN,$0.00,$420.00,0,0,0,20,2,0,20,0
121328937,2,MANHATTAN,$0.00,$0.00,0,0,0,0,0,0,0,0
121641660,1,MANHATTAN,$0.00,$170.00,0,0,0,0,14,14,150,150
121641651,1,MANHATTAN,"$10,000.00",$316.50,0,0,0,0,6,6,70,70
121629531,1,MANHATTAN,"$33,000.00",$553.40,0,0,0,0,5,5,60,60
320865202,1,BROOKLYN,"$15,000.00",$368.00,0,0,0,0,3,3,30,30
420853874,1,QUEENS,$0.00,"$2,800.00",0,0,0,350,0,0,0,0
121557001,2,MANHATTAN,"$2,650,455.00","$27,648.80",0,0,0,0,0,0,0,0
320865667,1,BROOKLYN,"$47,500.00",$511.45,0,0,0,0,2,2,32,32
420606687,3,QUEENS,$0.00,$0.00,0,0,0,0,0,0,0,0
340067199,1,BROOKLYN,$0.00,$500.00,0,0,0,0,8,8,80,80
121639959,1,MANHATTAN,"$341,000.00","$3,725.80",0,0,0,0,12,12,120,120
140084904,1,MANHATTAN,"$115,000.00","$1,398.00",0,0,0,0,7,7,75,75
140084913,1,MANHATTAN,$0.00,$210.00,0,0,0,0,12,12,125,125
121636505,1,MANHATTAN,"$1,111,000.00","$11,656.80",0,0,0,0,30,30,330,330
420852651,1,QUEENS,"$13,500.00",$176.35,0,0,0,0,2,2,25,25
121620040,1,MANHATTAN,"$3,000.00",$225.00,0,0,0,0,7,7,85,85
220270659,1,BRONX,"$61,000.00",$841.80,0,0,0,0,4,4,45,45
320865319,1,BROOKLYN,"$77,000.00",$976.60,0,0,0,0,4,4,60,60
121635294,1,MANHATTAN,"$77,000.00","$1,006.60",0,0,0,0,36,36,368,368
140084931,1,MANHATTAN,$0.00,$230.00,0,0,0,0,6,6,60,60
320590366,1,BROOKLYN,$0.00,$248.00,0,0,0,31,0,0,0,0
121639600,1,MANHATTAN,"$56,000.00",$790.30,0,0,0,0,5,5,50,50
140084995,1,MANHATTAN,"$19,700.00",$419.50,0,0,0,0,4,4,45,45
121638549,2,MANHATTAN,"$28,100.00",$512.20,0,0,0,0,0,0,0,0
121634400,1,MANHATTAN,$0.00,$190.00,0,0,0,0,14,14,140,140
520142710,1,STATEN ISLAND,"$8,500.00",$171.84,1015,1192,177,0,2,2,25,25
121557001,1,MANHATTAN,"$455,000.00","$4,900.00",0,0,0,0,5,5,68,68
121552239,1,MANHATTAN,"$260,000.00","$2,891.50",0,0,0,0,3,3,68,68
420853883,1,QUEENS,"$12,000.00",$166.05,0,0,0,0,2,2,20,20
121635285,1,MANHATTAN,"$23,000.00",$450.40,0,0,0,0,13,13,135,135
121466298,1,MANHATTAN,"$1,500.00",$195.00,0,0,0,0,1,1,12,12
420841478,1,QUEENS,"$10,000.00",$316.50,0,0,0,0,7,7,70,70
121639833,1,MANHATTAN,"$120,000.00","$1,449.50",0,0,0,0,3,3,128,128
420853856,1,QUEENS,"$205,000.00","$2,325.00",0,0,0,0,1,1,15,15
320865275,1,BROOKLYN,"$7,000.00",$285.60,0,0,0,0,4,4,40,40
121639619,1,MANHATTAN,"$62,390.00",$862.40,0,0,0,0,9,9,100,100
340067126,1,BROOKLYN,$0.00,$160.00,0,0,0,0,3,3,30,30
320865747,1,BROOKLYN,"$6,000.00",$245.30,0,0,0,0,4,4,45,45
121641241,1,MANHATTAN,"$749,600.00","$7,938.50",0,0,0,0,16,16,139,139
420621134,1,QUEENS,$100.00,$280.00,16565,16565,0,0,1,1,22,22
420853892,1,QUEENS,"$45,000.00",$677.00,0,0,0,0,2,2,24,24
320865694,1,BROOKLYN,"$10,000.00",$316.50,0,0,0,0,1,1,12,12
220270668,1,BRONX,"$275,000.00","$3,046.00",0,0,0,0,7,7,84,84
121641438,1,MANHATTAN,$0.00,$160.00,0,0,0,0,17,17,120,120
420854025,1,QUEENS,"$391,000.00","$4,240.80",0,0,0,0,4,4,65,65
320865701,1,BROOKLYN,"$25,000.00",$233.00,0,0,0,0,4,4,45,45
121674312,1,MANHATTAN,"$10,000.00",$316.50,0,0,0,0,15,15,150,150
140085002,1,MANHATTAN,"$38,000.00",$604.90,0,0,0,0,5,5,60,60
320865872,1,BROOKLYN,"$67,000.00","$1,063.60",0,0,0,0,1,1,23,23
420853981,1,QUEENS,"$10,000.00",$155.75,0,0,0,0,2,2,21,21
320865006,1,BROOKLYN,"$35,000.00",$574.00,0,0,0,0,1,1,14,14
121641740,1,MANHATTAN,"$186,000.00","$2,129.30",0,0,0,0,6,6,64,64
340067135,1,BROOKLYN,$0.00,$160.00,0,0,0,0,5,5,59,59
320865756,1,BROOKLYN,"$58,400.00",$821.20,0,0,0,0,4,4,40,40
420854016,1,QUEENS,"$115,000.00","$1,398.00",0,0,0,0,4,4,46,46
320747689,2,BROOKLYN,"$8,400.00",$306.20,0,0,0,0,0,0,0,0
320590320,1,BROOKLYN,"$352,695.00","$2,256.24",2610,3703,1117,0,3,3,35,41
121639520,2,MANHATTAN,"$100,000.00","$1,243.50",0,0,0,0,0,0,0,0
320713037,3,BROOKLYN,$0.00,$0.00,0,0,0,0,0,0,0,0
121638558,1,MANHATTAN,"$7,000.00",$285.60,0,0,0,0,59,59,797,797
320865033,1,BROOKLYN,"$3,000.00",$195.00,0,0,0,0,3,3,33,33
420853650,1,QUEENS,$0.00,$360.00,0,0,0,0,6,6,60,60
320733140,2,BROOKLYN,"$1,000.00",$130.00,0,0,0,0,0,0,0,0
121641214,1,MANHATTAN,"$50,000.00",$728.50,0,0,0,0,5,5,55,55
121639860,3,MANHATTAN,"$50,000.00",$728.50,0,0,0,0,0,0,0,0
520133926,1,STATEN ISLAND,"$37,768.00",$299.95,0,0,0,0,2,2,28,28
220270506,3,BRONX,"$40,000.00",$625.50,0,0,0,0,0,0,0,0
320865024,1,BROOKLYN,"$1,000.00",$225.00,0,0,0,0,8,8,103,103
540024356,1,STATEN ISLAND,"$1,600.00",$130.00,0,0,0,0,3,3,28,28
140085164,1,MANHATTAN,$0.00,$160.00,0,0,0,0,5,5,64,64
121639520,1,MANHATTAN,"$600,000.00","$6,393.50",0,0,0,0,6,6,70,70
320863605,1,BROOKLYN,$0.00,$160.00,0,0,0,0,5,5,55,55
240027298,1,BRONX,"$48,800.00",$718.20,0,0,0,0,5,5,55,55
420853730,1,QUEENS,"$3,000.00",$225.00,0,0,0,0,1,1,13,13
121641777,1,MANHATTAN,"$16,150.00",$388.60,0,0,0,0,1,1,16,16
420850136,1,QUEENS,"$77,000.00","$1,006.60",0,0,0,0,2,2,23,23
420845919,1,QUEENS,"$3,000.00",$195.00,0,0,0,0,1,1,50,50
121569793,1,MANHATTAN,"$20,000.00",$419.50,0,0,0,0,5,5,55,55
121634419,1,MANHATTAN,$0.00,$270.00,0,0,0,0,36,36,323,323
520125258,1,STATEN ISLAND,"$13,000.00",$171.20,0,0,0,0,2,2,22,22
520129575,1,STATEN ISLAND,$0.00,$729.44,0,2474,0,0,0,3,0,34
520141285,1,STATEN ISLAND,$100.00,$170.00,1250,1250,0,0,2,2,22,22
121625009,1,MANHATTAN,"$15,000.00",$368.00,0,0,0,0,6,6,65,65
420845848,2,QUEENS,$0.00,$0.00,0,0,0,0,0,0,0,0
320865934,1,BROOKLYN,$0.00,"$1,488.00",0,0,0,186,0,0,0,0
320866014,1,BROOKLYN,$0.00,$260.00,0,0,0,100,1,0,10,0
320764892,1,BROOKLYN,"$19,200.00",$419.50,0,0,0,0,6,6,74,74
